_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
15011,A1338266,,DOG,BLACK,WHITE,SIBERIAN HUSKY,MALE,2024-04-06,6 MONTHS,2024-04-26,MED R,STRAY,OTC,,2024-04-27,FOSTER,,MED R,WILLOW ST X BLEWETT AVE,SAN JOSE,2024-04-29
15012,A1338266,,DOG,BLACK,WHITE,SIBERIAN HUSKY,MALE,2024-04-06,6 MONTHS,2024-04-29,NURSING,FOSTER,,,2024-04-30,RESCUE,PETSINNEED,MED R,,MILPITAS,2024-06-12
15013,A1338267,AXEL,DOG,GRAY,,SIBERIAN HUSKY,MALE,2021-04-26,3 YEARS,2024-04-26,HEALTHY,STRAY,FIELD,,2024-04-28,RTO,,HEALTHY,E SAN FERNANDO,SAN JOSE,2024-04-28
15014,A1338267,AXEL,DOG,GRAY,,SIBERIAN HUSKY,MALE,2021-04-26,3 YEARS,2024-05-14,MED SEV,STRAY,OTC,,2024-05-14,RTO,,HEALTHY,E WILLIAM ST/S 15TH ST,SAN JOSE,2024-05-14
15015,A1338268,,DOG,BLACK,WHITE,SIBERIAN HUSKY,MALE,2024-04-06,6 MONTHS,2024-04-26,MED R,STRAY,OTC,,2024-04-27,FOSTER,,MED R,WILLOW ST X BLEWETT AVE,SAN JOSE,2024-04-29
15016,A1338268,,DOG,BLACK,WHITE,SIBERIAN HUSKY,MALE,2024-04-06,6 MONTHS,2024-04-29,NURSING,FOSTER,,,2024-04-30,RESCUE,PETSINNEED,MED R,,MILPITAS,2024-06-12
15017,A1338269,,DOG,BLACK,WHITE,SIBERIAN HUSKY,MALE,2024-04-06,6 MONTHS,2024-04-29,NURSING,FOSTER,,,2024-04-30,RESCUE,PETSINNEED,MED R,,MILPITAS,2024-06-12
15018,A1338269,,DOG,BLACK,WHITE,SIBERIAN HUSKY,MALE,2024-04-06,6 MONTHS,2024-04-26,MED R,STRAY,OTC,,2024-04-27,FOSTER,,MED R,WILLOW ST X BLEWETT AVE,SAN JOSE,2024-04-29
15019,A1338270,,DOG,BLACK,WHITE,SIBERIAN HUSKY,MALE,2024-04-06,6 MONTHS,2024-04-26,MED R,STRAY,OTC,,2024-04-27,FOSTER,,MED R,WILLOW ST X BLEWETT AVE,SAN JOSE,2024-04-29
15020,A1338270,,DOG,BLACK,WHITE,SIBERIAN HUSKY,MALE,2024-04-06,6 MONTHS,2024-04-29,NURSING,FOSTER,,,2024-04-30,RESCUE,PETSINNEED,MED R,,MILPITAS,2024-06-12
15021,A1338271,ASHANTI,DOG,WHITE,CREAM,PIT BULL,FEMALE,2023-04-26,1 YEAR 6 MONTHS,2024-04-26,HEALTHY,STRAY,OTC,,2024-05-25,FOSTER,,HEALTHY,EZIE ST/ DOTTIELYN AVE,SAN JOSE,2024-05-25
15022,A1338271,ASHANTI,DOG,WHITE,CREAM,PIT BULL,FEMALE,2023-04-26,1 YEAR 6 MONTHS,2024-05-27,HEALTHY,FOSTER,,,2024-05-28,TRANSFER,HSSV,HEALTHY,EZIE ST/ DOTTIELYN AVE,SAN JOSE,2024-05-28
15023,A1338275,STEVE,CAT,GRAY,,DOMESTIC SH,NEUTERED,2024-04-11,6 MONTHS,2024-04-26,NURSING,STRAY,OTC,,2024-04-26,FOSTER,,NURSING,PARK AVE,SAN JOSE,2024-04-26
15024,A1338276,COWBOY,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2024-04-11,6 MONTHS,2024-04-26,NURSING,STRAY,OTC,,2024-04-26,FOSTER,,NURSING,PARK AVE,SAN JOSE,2024-07-11
15025,A1338278,,BIRD,BROWN,GRAY,OWL,UNKNOWN,,NO AGE,2024-04-26,MED SEV,WILDLIFE,FIELD,,2024-04-26,TRANSFER,WILDLIFE,MED SEV,900 BLOCK E CALAVERAS BLVD,MILPITAS,2024-04-26
15026,A1338280,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2024-04-26,MED R,WILDLIFE,FIELD,,2024-04-26,TRANSFER,WILDLIFE,MED R,100 BLOCK PLEASANT RIDGE,SAN JOSE,2024-04-26
15027,A1338283,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2020-04-26,4 YEARS,2024-04-26,MED R,STRAY,OTC,IP ADOPT,2024-05-09,RTF,,FERAL,WATTERS DR X STORY RD,SAN JOSE,2024-05-09
15028,A1338284,,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-03-16,7 MONTHS,2024-04-26,HEALTHY,STRAY,OTC,,2024-05-04,ADOPTION,WALK IN,,WATTERS DR X STORY RD,SAN JOSE,2024-05-04
15029,A1338285,KITYARA,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-03-16,7 MONTHS,2024-04-26,HEALTHY,STRAY,OTC,,2024-05-02,ADOPTION,WALK IN,HEALTHY,WATTERS DR X STORY RD,SAN JOSE,2024-05-02
15030,A1338285,KITYARA,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-03-16,7 MONTHS,2024-05-02,HEALTHY,OWNER SUR,OTC,GIFT,2024-05-04,ADOPTION,WALK IN,,,SARATOGA,2024-05-04
15031,A1338286,,BIRD,BROWN,GRAY,PIGEON,UNKNOWN,,NO AGE,2024-04-26,NURSING,WILDLIFE,FIELD,,2024-04-26,TRANSFER,,NURSING,500 BLOCK W SANTA CLARA ST,SAN JOSE,2024-04-26
15032,A1338287,ESTRELLA,CAT,TORTIE-DIL,,DOMESTIC SH,SPAYED,2024-03-16,7 MONTHS,2024-04-26,HEALTHY,STRAY,OTC,,2024-04-30,ADOPTION,WALK IN,HEALTHY,WATTERS DR X STORY RD,SAN JOSE,2024-04-30
15033,A1338288,,CAT,CALICO-TRI,WHITE,DOMESTIC SH,SPAYED,2024-03-16,7 MONTHS,2024-04-26,HEALTHY,STRAY,OTC,,2024-05-03,ADOPTION,,HEALTHY,WATTERS DR X STORY RD,SAN JOSE,2024-05-03
15034,A1338289,,CAT,TORTIE-B\O,WHITE,DOMESTIC SH,SPAYED,2024-03-16,7 WEEKS,2024-04-26,HEALTHY,STRAY,OTC,,2024-05-03,DIED,IN KENNEL,MED SEV,WATTERS DR X STORY RD,SAN JOSE,2024-05-03
15035,A1338290,KUKEE,DOG,WHITE,,MALTESE,FEMALE,2010-04-27,14 YEARS,2024-04-26,MED R,STRAY,OTC,,2024-04-27,RTO,,MED R,FLINTMORE CT X KOHLER AVE,SAN JOSE,2024-04-27
15036,A1338302,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2024-04-26,HEALTHY,WILDLIFE,OTC,,2024-04-27,TRANSFER,WILDLIFE,HEALTHY,ROSSOTTO DR,SAN JOSE,2024-04-27
15037,A1338303,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2024-04-26,DEAD,DISPO REQ,OTC,,2024-04-26,DISPOSAL,,DEAD,ROSSOTTO DR,SAN JOSE,2024-04-26
15038,A1338304,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,,NO AGE,2024-04-28,NURSING,FOSTER,,,2024-04-29,RESCUE,FURREVER,NURSING,S 21ST ST X E SAN FERNANDO ST,SAN JOSE,2024-04-29
15039,A1338305,,CAT,CALICO-TRI,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-26,DEAD,DISPO REQ,OTC,,2024-04-26,DISPOSAL,,DEAD,VISTA VERDE DR / DIAS DR,SAN JOSE,2024-04-26
15040,A1338306,MISCHIEF,DOG,BROWN,BLACK,YORKSHIRE TERR,NEUTERED,2018-05-01,6 YEARS,2024-04-26,MED SEV,STRAY,OTC,,2024-05-04,DIED,IN KENNEL,MED SEV,CYPRESS DR X BELLEW DR,MILPITAS,2024-05-06
15041,A1338307,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,2024-02-05,16 WEEKS,2024-04-26,MED R,STRAY,OTC,IP ADOPT,2024-05-03,FOSTER,,MED R,GALEWOOD CT,SAN JOSE,2024-05-03
15042,A1338307,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,2024-02-05,16 WEEKS,2024-05-04,MED EMERG,FOSTER,MEDVET,IP ADOPT,2024-05-05,EUTH,U MED EMRG,MED EMERG,GALEWOOD CT,SAN JOSE,2024-05-29
15043,A1338310,,BIRD,BROWN,,SPARROW,UNKNOWN,,NO AGE,2024-04-26,NURSING,WILDLIFE,FIELD,,2024-04-26,TRANSFER,WILDLIFE,NURSING,0 BLOCK HIGH SCHOOL CT,LOS GATOS,2024-04-26
15044,A1338312,,OTHER,GRAY,BROWN,SQUIRREL,UNKNOWN,,NO AGE,2024-04-26,MED EMERG,WILDLIFE,FIELD,,2024-04-26,TRANSFER,WILDLIFE,MED EMERG,0 BLOCK LAS COLIMAS,SAN JOSE,2024-04-27
15045,A1338313,TINKERBELL,DOG,BLACK,GRAY,CHIHUAHUA SH,SPAYED,2006-04-27,18 YEARS,2024-04-26,MED M,STRAY,OTC,,2024-04-27,RTO,WALK IN,HEALTHY,HILLSDALE AVE / NARVAEZ AVE,SAN JOSE,2024-04-27
15046,A1338319,VIOLET,CAT,PT-SEAL,,DOMESTIC SH,FEMALE,2012-04-26,12 YEARS,2024-04-26,MED SEV,STRAY,OTC,,2024-04-28,EUTH,U MED SEV,MED SEV,TENNYSON LN,SAN JOSE,2024-04-28
15047,A1338320,PALE ALE,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-04-13,6 MONTHS,2024-04-26,NURSING,STRAY,OTC,,2024-04-29,FOSTER,,NURSING,MONTEREY RD,SAN JOSE,2024-06-04
15048,A1338320,PALE ALE,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-04-13,6 MONTHS,2024-06-04,HEALTHY,FOSTER,,,2024-06-07,ADOPTION,,HEALTHY,MONTEREY RD,SAN JOSE,2024-06-07
15049,A1338321,TEDDY RUXPIN,CAT,PT-CHOC,,DOMESTIC SH,NEUTERED,2024-03-24,7 MONTHS,2024-05-17,HEALTHY,FOSTER,,,2024-05-18,ADOPTION,,HEALTHY,MONTEREY RD,SAN JOSE,2024-05-18
15050,A1338321,TEDDY RUXPIN,CAT,PT-CHOC,,DOMESTIC SH,NEUTERED,2024-03-24,7 MONTHS,2024-04-26,NURSING,STRAY,OTC,,2024-04-29,FOSTER,,NURSING,MONTEREY RD,SAN JOSE,2024-04-29
15051,A1338322,ELMO,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2024-03-24,7 MONTHS,2024-04-26,NURSING,STRAY,OTC,,2024-04-29,FOSTER,,NURSING,MONTEREY RD,SAN JOSE,2024-05-12
15052,A1338322,ELMO,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2024-03-24,7 MONTHS,2024-05-17,HEALTHY,FOSTER,,,2024-05-22,FOSTER,,MED R,MONTEREY RD,SAN JOSE,2024-05-22
15053,A1338322,ELMO,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2024-03-24,7 MONTHS,2024-05-31,HEALTHY,FOSTER,,,2024-06-02,ADOPTION,WALK IN,HEALTHY,MONTEREY RD,SAN JOSE,2024-06-02
15054,A1338323,CHUNKY,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-04-16,6 MONTHS,2024-06-24,HEALTHY,FOSTER,,,2024-06-26,ADOPTION,,HEALTHY,MONTEREY RD,SAN JOSE,2024-06-26
15055,A1338323,CHUNKY,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-04-16,6 MONTHS,2024-04-26,HEALTHY,STRAY,OTC,,2024-04-29,FOSTER,,NURSING,MONTEREY RD,SAN JOSE,2024-05-29
15056,A1338325,,CAT,PT-LILAC,,DOMESTIC SH,FEMALE,2024-03-19,7 MONTHS,2024-04-26,MED R,STRAY,OTC,,2024-05-05,RESCUE,ANDREASD,MED R,BLUE MOUNTAIN DR,SAN JOSE,2024-05-05
15057,A1338326,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-03-19,6 WEEKS,2024-04-26,MED R,STRAY,OTC,,2024-05-02,EUTH,U MED SEV,MED SEV,BLUE MOUNTAIN DR,SAN JOSE,2024-05-02
15058,A1338327,,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,2024-03-19,7 MONTHS,2024-04-26,MED R,STRAY,OTC,,2024-05-05,RESCUE,ANDREASD,MED R,BLUE MOUNTAIN DR,SAN JOSE,2024-05-05
15059,A1338328,RAMBO,DOG,WHITE,GRAY,PIT BULL,MALE,2020-04-26,4 YEARS,2024-04-26,MED R,STRAY,OTC,,2024-04-27,RTO,,MED R,MABURY RD / HIGH GLEN DR,SAN JOSE,2024-04-27
15060,A1338334,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,2024-04-26,MED EMERG,WILDLIFE,OTC,,2024-04-26,EUTH,U MED EMRG,MED EMERG,,SAN JOSE,2024-04-26
15061,A1338335,HONEY,DOG,BROWN,WHITE,BOXER,SPAYED,2023-09-02,1 YEAR 1 MONTH,2024-04-26,HEALTHY,STRAY,FIELD,,2024-05-11,ADOPTION,,HEALTHY,OLD PIEDMONT RD X MORGAN PL,SAN JOSE,2024-05-11
15062,A1338336,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-04-26,FERAL,STRAY,OTC,,2024-05-03,RTF,,FERAL,MOZART AVE,SAN JOSE,2024-05-03
15063,A1338337,MAPLE,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-03-23,7 MONTHS,2024-04-26,HEALTHY,STRAY,OTC,,2024-05-04,FOSTER,,HEALTHY,MOZART AVE,SAN JOSE,2024-05-06
15064,A1338337,MAPLE,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-03-23,7 MONTHS,2024-05-24,HEALTHY,FOSTER,,,2024-05-28,ADOPTION,WALK IN,HEALTHY,MONTEREY RD,SAN JOSE,2024-05-28
15065,A1338338,POTATO,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-03-23,7 MONTHS,2024-05-24,HEALTHY,FOSTER,,,2024-05-28,ADOPTION,WALK IN,HEALTHY,MONTEREY RD,SAN JOSE,2024-05-28
15066,A1338338,POTATO,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-03-23,7 MONTHS,2024-04-26,HEALTHY,STRAY,OTC,,2024-05-06,FOSTER,,HEALTHY,MOZART AVE,SAN JOSE,2024-05-06
15067,A1338339,,OTHER,GRAY,,FOX,MALE,,NO AGE,2024-04-26,NURSING,WILDLIFE,FIELD,,2024-04-27,TRANSFER,WILDLIFE,NURSING,0 BLOCK BAYVIEW AVE,LOS GATOS,2024-04-27
15068,A1338340,,BIRD,BROWN,,SPARROW,UNKNOWN,,NO AGE,2024-04-26,MED R,WILDLIFE,FIELD,,2024-04-26,TRANSFER,WILDLIFE,MED R,600 BLOCK N 2ND ST,SAN JOSE,2024-04-26
15069,A1338341,LEESIE,DOG,BRINDLE-TN,WHITE,PIT BULL,SPAYED,2022-04-27,2 YEARS,2024-04-27,MED M,STRAY,FIELD,,2024-07-03,RESCUE,MIRANDAS,MED R,BERONA WAY/ OCALA,SAN JOSE,2024-07-03
15070,A1338343,,CAT,PT-CHOC,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-27,DEAD,DISPO REQ,OTC,,2024-04-27,DISPOSAL,,DEAD,SENTER RD X E ALMA AVE,SAN JOSE,2024-04-27
15071,A1338344,TUX,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2023-05-07,1 YEAR 5 MONTHS,2024-04-27,PREGNANT,STRAY,OTC,,2024-05-07,ADOPTION,,HEALTHY,BELLINGHAM DR X KERN AVE,SAN JOSE,2024-05-07
15072,A1338345,,BIRD,BLUE,GRAY,SPARROW,MALE,,NO AGE,2024-04-27,MED M,WILDLIFE,MEDVET,,2024-04-27,EUTH,WILDLIFE,MED SEV,KINGBROOK DR/ CARLTON AVE,SAN JOSE,2024-05-03
15073,A1338346,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2024-04-27,DEAD,DISPO REQ,OTC,,2024-04-27,DISPOSAL,,DEAD,VIA PRIMAVERA DR X  VIA PRIMAVERA CT,SAN JOSE,2024-04-27
15074,A1338349,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-28,MED R,FOSTER,,,2024-04-28,RESCUE,TONISKITTY,NURSING,COVENTRY CIR X MILPITAS BLVD,MILPITAS,2024-04-28
15075,A1338351,ROSCO,DOG,BRINDLE-BN,,MASTIFF,NEUTERED,2023-12-27,10 MONTHS,2024-04-27,HEALTHY,STRAY,FIELD,,2024-05-11,ADOPTION,WALK IN,HEALTHY,3000 BLOCK PENITENCIA CREEK,SAN JOSE,2024-05-11
15076,A1338352,TNR,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2022-05-04,2 YEARS,2024-04-27,HEALTHY,STRAY,OTC,,2024-05-09,RTF,,FERAL,LOOMIS DR / LANIER LN,SAN JOSE,2024-05-13
15077,A1338353,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2024-04-27,2 WEEKS,2024-04-27,NURSING,STRAY,OTC,,2024-05-05,DIED,IN KENNEL,NURSING,LOOMIS DR / LANIER LN,SAN JOSE,2024-05-07
15078,A1338354,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,2024-04-27,2 WEEKS,2024-04-27,NURSING,STRAY,OTC,,2024-04-30,DIED,IN KENNEL,NURSING,LOOMIS DR / LANIER LN,SAN JOSE,2024-05-06
15079,A1338355,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,2024-04-27,2 WEEKS,2024-04-27,NURSING,STRAY,OTC,,2024-04-30,DIED,IN KENNEL,NURSING,LOOMIS DR / LANIER LN,SAN JOSE,2024-05-06
15080,A1338363,FOX,DOG,BRINDLE-BN,,PIT BULL,NEUTERED,2021-05-08,3 YEARS,2024-04-27,HEALTHY,STRAY,OTC,,2024-05-21,ADOPTION,,HEALTHY,W CAPITOL EXPY X SNELL,SAN JOSE,2024-05-21
15081,A1338365,,CAT,PT-SEAL,WHITE,DOMESTIC SH,SPAYED,2022-04-27,2 YEARS,2024-04-27,MED R,STRAY,OTC,,2024-05-16,RTF,,MED R,COMMODORE DR / CAPE BUFFALO DR,SAN JOSE,2024-05-16
15082,A1338366,POPEYE,DOG,BROWN,WHITE,PIT BULL,MALE,2022-09-10,2 YEARS,2024-04-27,HEALTHY,STRAY,OTC,,2024-05-22,FOSTER,,HEALTHY,W CAPITOL EXPY X SNELL,SAN JOSE,2024-05-22
15083,A1338366,POPEYE,DOG,BROWN,WHITE,PIT BULL,MALE,2022-09-10,2 YEARS,2024-06-09,HEALTHY,FOSTER,,,2024-07-15,RESCUE,PRIVATE,HEALTHY,W CAPITOL EXPY X SNELL,SAN JOSE,2024-07-15
15084,A1338370,MARSHMELLO,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-03-14,7 MONTHS,2024-04-27,HEALTHY,STRAY,OTC,,2024-05-05,ADOPTION,WALK IN,HEALTHY,COMMODORE DR / CAPE BUFFALO DR,SAN JOSE,2024-05-05
15085,A1338371,FLORENCE,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-03-14,7 MONTHS,2024-04-27,HEALTHY,STRAY,OTC,,2024-05-05,ADOPTION,WALK IN,HEALTHY,COMMODORE DR / CAPE BUFFALO DR,SAN JOSE,2024-05-05
15086,A1338373,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-04-27,HEALTHY,STRAY,OTC,,2024-05-02,RTF,,FERAL,1400 BLOCK RAMSGATE WAY / MARKINGDON AVE,SAN JOSE,2024-05-02
15087,A1338376,DREAMSICLE,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-03-07,7 MONTHS,2024-04-27,NURSING,STRAY,OTC,,2024-05-29,FOSTER,,HEALTHY,1400 BLOCK RAMSGATE WAY / MARKINGDON AVE,SAN JOSE,2024-05-29
15088,A1338376,DREAMSICLE,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-03-07,7 MONTHS,2024-05-29,HEALTHY,FOSTER,,,2024-06-01,ADOPTION,WALK IN,,1400 BLOCK RAMSGATE WAY / MARKINGDON AVE,SAN JOSE,2024-06-01
15089,A1338377,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-27,DEAD,STRAY,FIELD,,2024-04-27,DISPOSAL,,DEAD,S SUNSET AVE/ PACINA DR,SAN JOSE,2024-04-27
15090,A1338379,,DOG,CREAM,,MALTESE,MALE,,NO AGE,2024-04-27,HEALTHY,STRAY,OTC,,2024-04-27,RTO,,HEALTHY,TECHNOLOGY DR/AIRPOPRT PKWY,SAN JOSE,2024-04-27
15091,A1338380,,CAT,TABBY-BRN,,DOMESTIC MH,MALE,2024-03-27,7 MONTHS,2024-04-27,HEALTHY,STRAY,OTC,,2024-05-01,RESCUE,ANDREASD,MED R,600 BLOCK SENECA CT X INDIAN AVE,SAN JOSE,2024-05-01
15092,A1338381,,CAT,PT-LILAC,,DOMESTIC MH,MALE,2024-03-27,7 MONTHS,2024-04-27,HEALTHY,STRAY,OTC,,2024-05-01,RESCUE,ANDREASD,MED R,600 BLOCK SENECA CT X INDIAN AVE,SAN JOSE,2024-05-01
15093,A1338382,,CAT,TABBY-GRAY,,DOMESTIC MH,FEMALE,2024-03-27,7 MONTHS,2024-04-27,HEALTHY,STRAY,OTC,,2024-05-01,RESCUE,ANDREASD,MED R,600 BLOCK SENECA CT X INDIAN AVE,SAN JOSE,2024-05-01
15094,A1338383,,CAT,TABBY-BRN,,DOMESTIC MH,MALE,2024-03-27,7 MONTHS,2024-04-27,HEALTHY,STRAY,OTC,,2024-05-01,RESCUE,ANDREASD,MED R,600 BLOCK SENECA CT X INDIAN AVE,SAN JOSE,2024-05-01
15095,A1338384,XOLO,CAT,WHITE,TABBY-BRN,DOMESTIC SH,NEUTERED,2024-04-02,6 MONTHS,2024-04-27,NURSING,STRAY,OTC,,2024-04-27,FOSTER,,NURSING,WINSTON ST/CHEN ST,SAN JOSE,2024-04-27
15096,A1338384,XOLO,CAT,WHITE,TABBY-BRN,DOMESTIC SH,NEUTERED,2024-04-02,6 MONTHS,2024-05-01,NURSING,FOSTER,,,2024-05-02,FOSTER,,NURSING,,SAN JOSE,2024-05-02
15097,A1338384,XOLO,CAT,WHITE,TABBY-BRN,DOMESTIC SH,NEUTERED,2024-04-02,6 MONTHS,2024-05-07,NURSING,FOSTER,,,2024-05-08,FOSTER,,NURSING,,SAN JOSE,2024-05-08
15098,A1338384,XOLO,CAT,WHITE,TABBY-BRN,DOMESTIC SH,NEUTERED,2024-04-02,6 MONTHS,2024-05-31,HEALTHY,FOSTER,,,2024-06-08,ADOPTION,,HEALTHY,,SAN JOSE,2024-06-08
15099,A1338385,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2024-04-02,16 WEEKS,2024-05-31,HEALTHY,FOSTER,,,2024-05-31,FOSTER,,HEALTHY,,SAN JOSE,2024-06-08
15100,A1338385,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2024-04-02,16 WEEKS,2024-05-07,NURSING,FOSTER,,,2024-05-08,FOSTER,,NURSING,,SAN JOSE,2024-05-08
15101,A1338385,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2024-04-02,16 WEEKS,2024-05-01,NURSING,FOSTER,,,2024-05-02,FOSTER,,NURSING,,SAN JOSE,2024-05-02
15102,A1338385,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2024-04-02,16 WEEKS,2024-04-27,NURSING,STRAY,OTC,,2024-04-27,FOSTER,,NURSING,WINSTON ST/CHEN ST,SAN JOSE,2024-04-27
15103,A1338386,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-04-02,6 MONTHS,2024-04-27,NURSING,STRAY,OTC,,2024-04-27,FOSTER,,NURSING,WINSTON ST/CHEN ST,SAN JOSE,2024-04-27
15104,A1338386,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-04-02,6 MONTHS,2024-05-01,NURSING,FOSTER,,,2024-05-02,FOSTER,,NURSING,,SAN JOSE,2024-05-02
15105,A1338386,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-04-02,6 MONTHS,2024-05-07,NURSING,FOSTER,,,2024-05-08,FOSTER,,NURSING,,SAN JOSE,2024-05-08
15106,A1338386,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-04-02,6 MONTHS,2024-05-31,HEALTHY,FOSTER,,,2024-06-06,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-06-06
15107,A1338387,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-04-02,6 MONTHS,2024-05-31,HEALTHY,FOSTER,,,2024-06-01,ADOPTION,,HEALTHY,,SAN JOSE,2024-06-01
15108,A1338387,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-04-02,6 MONTHS,2024-05-07,NURSING,FOSTER,,,2024-05-08,FOSTER,,NURSING,,SAN JOSE,2024-05-08
15109,A1338387,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-04-02,6 MONTHS,2024-05-01,NURSING,FOSTER,,,2024-05-02,FOSTER,,NURSING,,SAN JOSE,2024-05-02
15110,A1338387,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-04-02,6 MONTHS,2024-04-27,NURSING,STRAY,OTC,,2024-04-27,FOSTER,,NURSING,WINSTON ST/CHEN ST,SAN JOSE,2024-04-27
15111,A1338391,,CAT,TABBY-BRN,WHITE,DOMESTIC LH,FEMALE,,NO AGE,2024-04-27,MED SEV,STRAY,OTC,,2024-04-30,EUTH,U CANCER,MED SEV,1000 BLOCK FLEMING AVE / MARCHANT DR,SAN JOSE,2024-04-30
15112,A1338392,,OTHER,WHITE,,OPOSSUM,UNKNOWN,,NO AGE,2024-04-27,MED R,WILDLIFE,OTC,,2024-04-27,TRANSFER,WILDLIFE,NURSING,AUTOMATION PKWY,SAN JOSE,2024-04-27
15113,A1338393,,OTHER,WHITE,,OPOSSUM,UNKNOWN,,NO AGE,2024-04-27,MED R,WILDLIFE,OTC,,2024-04-27,TRANSFER,WILDLIFE,NURSING,AUTOMATION PKWY,SAN JOSE,2024-04-27
15114,A1338394,,OTHER,WHITE,,OPOSSUM,UNKNOWN,,NO AGE,2024-04-27,MED R,WILDLIFE,OTC,,2024-04-27,TRANSFER,WILDLIFE,,AUTOMATION PKWY,SAN JOSE,2024-04-27
15115,A1338395,,OTHER,WHITE,,OPOSSUM,UNKNOWN,,NO AGE,2024-04-27,MED R,WILDLIFE,OTC,,2024-04-27,TRANSFER,WILDLIFE,NURSING,AUTOMATION PKWY,SAN JOSE,2024-04-27
15116,A1338396,,OTHER,WHITE,,OPOSSUM,UNKNOWN,,NO AGE,2024-04-27,MED R,WILDLIFE,OTC,,2024-04-27,TRANSFER,WILDLIFE,NURSING,AUTOMATION PKWY,SAN JOSE,2024-04-27
15117,A1338399,OREO,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-04-27,HEALTHY,STRAY,OTC,,2024-04-30,ADOPTION,,HEALTHY,600 BLOCK S 8TH ST / MARGARET ST,SAN JOSE,2024-04-30
15118,A1338406,PRINCESS PEACH,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-03-27,7 MONTHS,2024-04-28,MED R,FOSTER,,,2024-04-29,FOSTER,,MED R,PALMVIEW WAY X PALMWOOD DR,SAN JOSE,2024-04-29
